x0000,y0000,y_tun
0.000000763,0,0
0.000000764,0,0
0.000000765,0,0
0.000000766,0,0
0.000000767,0,0
0.000000768,0,0
0.000000769,0,0
0.00000077,0,0
0.000000771,0,0
0.000000772,0,0
0.000000773,0,0
0.000000774,0,0
0.000000775,0,0
0.000000776,0,0
0.000000777,0,0
0.000000778,0,0
0.000000779,0,0
0.00000078,0,0
0.000000781,0,0
0.000000782,0,0
0.000000783,0,0
0.000000784,0,0
0.000000785,0,0
0.000000786,0,0
0.000000787,0,0
0.000000788,0,0
0.000000789,0,0
0.00000079,0,0
0.000000791,0,0
0.000000792,0,0
0.000000793,0,0
0.000000794,0,0
0.000000795,0,0
0.000000796,0,0
0.000000797,0,0
0.000000798,0,0
0.000000799,0,0
0.0000008,0,0
0.000000801,0,0
0.000000802,0,0
0.000000803,0,0
0.000000804,0,0
0.000000805,0,0
0.000000806,0,0
0.000000807,0,0
0.000000808,0,0
0.000000809,0,0
0.00000081,0,0
0.000000811,0,0
0.000000812,0,0
0.000000813,0,0
0.000000814,0,0
0.000000815,0,0
0.000000816,0,0
0.000000817,0,0
0.000000818,0,0
0.000000819,0,0
0.00000082,0,0
0.000000821,0,0
0.000000822,0,0
0.000000823,0,0
0.000000824,0,0
0.000000825,0,0
0.000000826,0,0
0.000000827,0,0
0.000000828,0,0
0.000000829,0,0
0.00000083,0,0
0.000000831,0,0
0.000000832,0,0
0.000000833,0,0
0.000000834,0,0
0.000000835,0,0
0.000000836,0,0
0.000000837,0,0
0.000000838,0,0
0.000000839,0,0
0.00000084,0,0
0.000000841,0,0
0.000000842,0,0
0.000000843,0,0
0.000000844,0,0
0.000000845,0,0
0.000000846,0,0
0.000000847,0,0
0.000000848,0,0
0.000000849,0,0
0.00000085,0,0
0.000000851,0,0
0.000000852,0,0
0.000000853,0,0
0.000000854,0,0
0.000000855,0,0
0.000000856,0,0
0.000000857,0,0
0.000000858,0,0
0.000000859,0,0
0.00000086,0,0
0.000000861,0,0
0.000000862,0,0
0.000000863,0,0
0.000000864,0,0
0.000000865,0,0
0.000000866,0,0
0.000000867,0,0
0.000000868,0,0
0.000000869,0,0
0.00000087,0,0
0.000000871,0,0
0.000000872,0,0
0.000000873,0,0
0.000000874,0,0
0.000000875,0,0
0.000000876,0,0
0.000000877,0,0
0.000000878,0,0
0.000000879,0,0
0.00000088,0,0
0.000000881,0,0
0.000000882,0,0
0.000000883,0,0
0.000000884,0,0
0.000000885,0,0
0.000000886,0,0
0.000000887,0,0
0.000000888,0,0
0.000000889,0,0
0.00000089,0,0
0.000000891,0,0
0.000000892,0,0
0.000000893,0,0
0.000000894,0,0
0.000000895,0,0
0.000000896,0,0
0.000000897,0,0
0.000000898,0,0
0.000000899,0,0
0.0000009,0,0
0.000000901,0,0
0.000000902,0,0
0.000000903,0,0
0.000000904,0,0
0.000000905,0,0
0.000000906,0,0
0.000000907,0,0
0.000000908,0,0
0.000000909,0,0
0.00000091,0,0
0.000000911,0,0
0.000000912,0,0
0.000000913,0,0
