x0000,y0000,y_tun
0.000000783,1.28E-08,0.0128
0.000000784,1.27E-08,0.0127
0.000000785,1.26E-08,0.0126
0.000000786,1.25E-08,0.0125
0.000000787,1.25E-08,0.0125
0.000000788,1.24E-08,0.0124
0.000000789,1.23E-08,0.0123
0.00000079,1.22E-08,0.0122
0.000000791,1.22E-08,0.0122
0.000000792,1.21E-08,0.0121
0.000000793,0.000000012,0.012
0.000000794,0.000000012,0.012
0.000000795,1.19E-08,0.0119
0.000000796,1.18E-08,0.0118
0.000000797,1.18E-08,0.0118
0.000000798,1.17E-08,0.0117
0.000000799,1.16E-08,0.0116
0.0000008,1.15E-08,0.0115
0.000000801,1.15E-08,0.0115
0.000000802,1.14E-08,0.0114
0.000000803,1.13E-08,0.0113
0.000000804,1.13E-08,0.0113
0.000000805,1.12E-08,0.0112
0.000000806,1.11E-08,0.0111
0.000000807,1.11E-08,0.0111
0.000000808,0.000000011,0.011
0.000000809,1.09E-08,0.0109
0.00000081,1.09E-08,0.0109
0.000000811,1.08E-08,0.0108
0.000000812,1.08E-08,0.0108
0.000000813,1.07E-08,0.0107
0.000000814,1.06E-08,0.0106
0.000000815,1.06E-08,0.0106
0.000000816,1.05E-08,0.0105
0.000000817,1.04E-08,0.0104
0.000000818,1.04E-08,0.0104
0.000000819,1.03E-08,0.0103
0.00000082,1.03E-08,0.0103
0.000000821,1.02E-08,0.0102
0.000000822,1.01E-08,0.0101
0.000000823,1.01E-08,0.0101
0.000000824,0.00000001,0.01
0.000000825,0.00000001,0.01
0.000000826,9.90E-09,0.0099
0.000000827,9.80E-09,0.0098
0.000000828,9.80E-09,0.0098
0.000000829,9.70E-09,0.0097
0.00000083,9.70E-09,0.0097
0.000000831,9.60E-09,0.0096
0.000000832,9.60E-09,0.0096
0.000000833,9.50E-09,0.0095
0.000000834,9.40E-09,0.0094
0.000000835,9.40E-09,0.0094
0.000000836,9.30E-09,0.0093
0.000000837,9.30E-09,0.0093
0.000000838,9.20E-09,0.0092
0.000000839,9.20E-09,0.0092
0.00000084,9.10E-09,0.0091
0.000000841,9.10E-09,0.0091
0.000000842,0.000000009,0.009
0.000000843,0.000000009,0.009
0.000000844,8.90E-09,0.0089
0.000000845,8.80E-09,0.0088
0.000000846,8.80E-09,0.0088
0.000000847,8.70E-09,0.0087
0.000000848,8.70E-09,0.0087
0.000000849,8.60E-09,0.0086
0.00000085,8.60E-09,0.0086
0.000000851,8.50E-09,0.0085
0.000000852,8.50E-09,0.0085
0.000000853,8.40E-09,0.0084
0.000000854,8.40E-09,0.0084
0.000000855,8.30E-09,0.0083
0.000000856,8.30E-09,0.0083
0.000000857,8.20E-09,0.0082
0.000000858,8.20E-09,0.0082
0.000000859,8.10E-09,0.0081
0.00000086,8.10E-09,0.0081
0.000000861,8.10E-09,0.0081
0.000000862,0.000000008,0.008
0.000000863,0.000000008,0.008
0.000000864,7.90E-09,0.0079
0.000000865,7.90E-09,0.0079
0.000000866,7.80E-09,0.0078
0.000000867,7.80E-09,0.0078
0.000000868,7.70E-09,0.0077
0.000000869,7.70E-09,0.0077
0.00000087,7.60E-09,0.0076
0.000000871,7.60E-09,0.0076
0.000000872,7.50E-09,0.0075
0.000000873,7.50E-09,0.0075
0.000000874,7.50E-09,0.0075
0.000000875,7.40E-09,0.0074
0.000000876,7.40E-09,0.0074
0.000000877,7.30E-09,0.0073
0.000000878,7.30E-09,0.0073
0.000000879,7.20E-09,0.0072
0.00000088,7.20E-09,0.0072
0.000000881,7.20E-09,0.0072
0.000000882,7.10E-09,0.0071
0.000000883,7.10E-09,0.0071
0.000000884,0.000000007,0.007
0.000000885,0.000000007,0.007
0.000000886,6.90E-09,0.0069
0.000000887,6.90E-09,0.0069
0.000000888,6.90E-09,0.0069
0.000000889,6.80E-09,0.0068
0.00000089,6.80E-09,0.0068
0.000000891,6.70E-09,0.0067
0.000000892,6.70E-09,0.0067
0.000000893,6.70E-09,0.0067
0.000000894,6.60E-09,0.0066
0.000000895,6.60E-09,0.0066
0.000000896,6.50E-09,0.0065
0.000000897,6.50E-09,0.0065
0.000000898,6.50E-09,0.0065
0.000000899,6.40E-09,0.0064
0.0000009,6.40E-09,0.0064
0.000000901,6.40E-09,0.0064
0.000000902,6.30E-09,0.0063
0.000000903,6.30E-09,0.0063
0.000000904,6.20E-09,0.0062
0.000000905,6.20E-09,0.0062
0.000000906,6.20E-09,0.0062
0.000000907,6.10E-09,0.0061
0.000000908,6.10E-09,0.0061
0.000000909,6.10E-09,0.0061
0.00000091,0.000000006,0.006
0.000000911,0.000000006,0.006
0.000000912,0.000000006,0.006
0.000000913,5.90E-09,0.0059
0.000000914,5.90E-09,0.0059
0.000000915,5.90E-09,0.0059
0.000000916,5.80E-09,0.0058
0.000000917,5.80E-09,0.0058
0.000000918,5.70E-09,0.0057
0.000000919,5.70E-09,0.0057
0.00000092,5.70E-09,0.0057
0.000000921,5.60E-09,0.0056
0.000000922,5.60E-09,0.0056
0.000000923,5.60E-09,0.0056
0.000000924,5.50E-09,0.0055
0.000000925,5.50E-09,0.0055
0.000000926,5.50E-09,0.0055
0.000000927,5.50E-09,0.0055
0.000000928,5.40E-09,0.0054
0.000000929,5.40E-09,0.0054
0.00000093,5.40E-09,0.0054
0.000000931,5.30E-09,0.0053
0.000000932,5.30E-09,0.0053
0.000000933,5.30E-09,0.0053
0.000000934,5.20E-09,0.0052
0.000000935,5.20E-09,0.0052
0.000000936,5.20E-09,0.0052
0.000000937,5.10E-09,0.0051
0.000000938,5.10E-09,0.0051
0.000000939,5.10E-09,0.0051
0.00000094,0.000000005,0.005
0.000000941,0.000000005,0.005
0.000000942,0.000000005,0.005
0.000000943,0.000000005,0.005
0.000000944,4.90E-09,0.0049
0.000000945,4.90E-09,0.0049
0.000000946,4.90E-09,0.0049
0.000000947,4.80E-09,0.0048
0.000000948,4.80E-09,0.0048
0.000000949,4.80E-09,0.0048
0.00000095,4.80E-09,0.0048
0.000000951,4.70E-09,0.0047
0.000000952,4.70E-09,0.0047
0.000000953,4.70E-09,0.0047
0.000000954,4.60E-09,0.0046
0.000000955,4.60E-09,0.0046
0.000000956,4.60E-09,0.0046
0.000000957,4.60E-09,0.0046
0.000000958,4.50E-09,0.0045
0.000000959,4.50E-09,0.0045
0.00000096,4.50E-09,0.0045
0.000000961,4.50E-09,0.0045
0.000000962,4.40E-09,0.0044
0.000000963,4.40E-09,0.0044
0.000000964,4.40E-09,0.0044
0.000000965,4.40E-09,0.0044
0.000000966,4.30E-09,0.0043
0.000000967,4.30E-09,0.0043
0.000000968,4.30E-09,0.0043
0.000000969,4.30E-09,0.0043
0.00000097,4.20E-09,0.0042
0.000000971,4.20E-09,0.0042
0.000000972,4.20E-09,0.0042
0.000000973,4.20E-09,0.0042
0.000000974,4.10E-09,0.0041
0.000000975,4.10E-09,0.0041
0.000000976,4.10E-09,0.0041
0.000000977,4.10E-09,0.0041
0.000000978,0.000000004,0.004
0.000000979,0.000000004,0.004
0.00000098,0.000000004,0.004
0.000000981,0.000000004,0.004
0.000000982,3.90E-09,0.0039
0.000000983,3.90E-09,0.0039
0.000000984,3.90E-09,0.0039
0.000000985,3.90E-09,0.0039
0.000000986,3.80E-09,0.0038
0.000000987,3.80E-09,0.0038
0.000000988,3.80E-09,0.0038
0.000000989,3.80E-09,0.0038
0.00000099,3.80E-09,0.0038
0.000000991,3.70E-09,0.0037
0.000000992,3.70E-09,0.0037
0.000000993,3.70E-09,0.0037
0.000000994,3.70E-09,0.0037
0.000000995,3.60E-09,0.0036
0.000000996,3.60E-09,0.0036
0.000000997,3.60E-09,0.0036
0.000000998,3.60E-09,0.0036
0.000000999,3.60E-09,0.0036
